Date,Open,High,Low,Close,Volume
20250730,65.51,66.3,65.51,66.1,4534288
20250731,66.58,66.58,65.22,65.55,2841173
20250803,65.75,66.7,65.75,66.46,2027823
20250804,66.62,67.09,65.69,65.88,1606903
20250805,66.49,66.49,65.43,65.43,1982681
20250806,65.82,66.26,65.7075,65.93,1692799
20250807,65.99,66.265,64.59,65.04,2162691
