Date,Open,High,Low,Close,Volume
20040423,1.1891,1.1928,1.1781,1.1822,53652
20040426,1.1796,1.187,1.1745,1.1862,43175
20040427,1.1843,1.1933,1.1816,1.1919,58280
20040428,1.1909,1.1939,1.1806,1.1825,57758
20040429,1.1831,1.197,1.1788,1.1948,76324
20040430,1.1951,1.1998,1.1906,1.1969,49789
20040503,1.1988,1.1988,1.1906,1.1926,36437
20040504,1.1928,1.2106,1.1914,1.2077,67990
20040505,1.2093,1.2178,1.2084,1.2156,56457
20040506,1.2149,1.2162,1.205,1.2066,53008
20040507,1.206,1.2137,1.1864,1.1881,76911
20040510,1.1865,1.1883,1.18,1.1853,47844
20040511,1.1818,1.1879,1.1778,1.1851,38064
20040512,1.1856,1.1931,1.1824,1.1898,44551
20040513,1.1895,1.1919,1.1761,1.1811,46572
20040514,1.1796,1.1895,1.1752,1.1871,62490
20040517,1.1881,1.2054,1.187,1.1999,66478
20040518,1.2012,1.2031,1.1921,1.1935,50996
20040519,1.1944,1.2036,1.1929,1.2006,35656
20040520,1.2009,1.2011,1.1886,1.1912,39123
20040521,1.1957,1.2064,1.1945,1.1999,49179
20040524,1.1988,1.2017,1.1925,1.2008,35227
20040525,1.2001,1.2125,1.1979,1.2099,50564
20040526,1.21,1.2139,1.2071,1.2107,42944
20040527,1.2103,1.2283,1.2083,1.2268,44976
20040528,1.2265,1.229,1.2196,1.221,41762
20040531,1.223,1.224,1.2175,1.2185,1
20040601,1.2185,1.2262,1.2151,1.2222,52764
20040602,1.2239,1.2302,1.2202,1.2221,49752
20040603,1.2207,1.225,1.2165,1.2213,53582
20040604,1.2218,1.2296,1.213,1.2288,71143
20040607,1.2288,1.2337,1.2284,1.2311,33681
20040608,1.2321,1.235,1.2243,1.2262,32315
20040609,1.2257,1.2273,1.2034,1.2043,47930
20040610,1.2025,1.2117,1.2024,1.2104,1
20040611,1.2092,1.2094,1.1946,1.2085,15411
20040614,1.1973,1.2069,1.1936,1.2043,52890
20040615,1.2037,1.215,1.2012,1.2146,76138
20040616,1.2144,1.215,1.1961,1.1985,71969
20040617,1.199,1.2062,1.1976,1.2045,59451
20040618,1.2027,1.2129,1.1955,1.2121,59938
20040621,1.2122,1.2128,1.2058,1.2086,42846
20040622,1.2093,1.2114,1.2044,1.2078,47600
20040623,1.21,1.2177,1.2048,1.2071,46837
20040624,1.2078,1.2173,1.2025,1.215,53368
20040625,1.2158,1.2173,1.2091,1.2141,42936
20040628,1.2155,1.2214,1.2107,1.217,55380
20040629,1.217,1.2176,1.2054,1.2066,59786
20040630,1.2063,1.2195,1.2051,1.2178,65904
20040701,1.2173,1.2195,1.2118,1.2158,44091
20040702,1.2141,1.2313,1.2125,1.2309,54440
20040705,1.2311,1.2322,1.2256,1.2273,10543
20040706,1.2273,1.2322,1.2248,1.2292,48081
20040707,1.2278,1.2375,1.2259,1.2353,55008
20040708,1.2355,1.2393,1.2315,1.238,48029
20040709,1.2375,1.2409,1.2356,1.2392,38408
20040712,1.2399,1.2423,1.2371,1.2389,36553
20040713,1.2393,1.2399,1.2287,1.2319,68003
20040714,1.2321,1.2409,1.2305,1.2382,54876
20040715,1.2371,1.239,1.2315,1.2326,45877
20040716,1.2342,1.2449,1.2313,1.2436,57551
20040719,1.2437,1.2449,1.2386,1.2423,37077
20040720,1.243,1.2443,1.2291,1.2321,59952
20040721,1.232,1.2339,1.22,1.2227,78480
20040722,1.2263,1.2284,1.2222,1.2231,55767
20040723,1.2242,1.2257,1.2076,1.2088,75719
20040726,1.2094,1.2161,1.2079,1.2131,45878
20040727,1.2134,1.218,1.2026,1.2033,78071
20040728,1.2046,1.207,1.199,1.205,88658
20040729,1.2045,1.2088,1.1981,1.2028,83538
20040730,1.2031,1.2112,1.1994,1.2007,78100
20040802,1.2042,1.2085,1.2017,1.2028,43582
20040803,1.2016,1.2069,1.1985,1.2043,54120
20040804,1.2044,1.2061,1.1959,1.2033,77943
20040805,1.2045,1.2067,1.2015,1.2056,43635
20040806,1.205,1.2284,1.2037,1.2269,82430
20040809,1.2277,1.2284,1.2238,1.227,32814
20040810,1.2267,1.2312,1.222,1.2225,49250
20040811,1.2224,1.2242,1.219,1.221,49687
20040812,1.2217,1.2309,1.221,1.2254,64347
20040813,1.2244,1.237,1.2171,1.2366,74750
20040816,1.237,1.2378,1.2311,1.2351,48485
20040817,1.2353,1.2385,1.2304,1.2338,55946
20040818,1.2348,1.2361,1.228,1.2323,60378
20040819,1.2329,1.2375,1.2329,1.2364,46460
20040820,1.2368,1.2379,1.2275,1.2303,53197
20040823,1.2303,1.2313,1.2128,1.2141,66960
20040824,1.2139,1.2163,1.2057,1.2071,64452
20040825,1.2074,1.2113,1.2048,1.2085,55123
20040826,1.2085,1.2118,1.204,1.2102,56908
20040827,1.2104,1.2133,1.2002,1.202,67158
20040830,1.2013,1.2067,1.1985,1.2048,40048
20040831,1.2051,1.2193,1.2041,1.2169,69903
20040901,1.2177,1.2219,1.2143,1.2186,57759
20040902,1.219,1.22,1.214,1.2157,46713
20040903,1.2166,1.2197,1.204,1.2066,72985
20040906,1.2064,1.2078,1.2046,1.2067,8271
20040907,1.2068,1.2111,1.2046,1.2107,32755
20040908,1.2099,1.2191,1.2025,1.2187,36981
20040909,1.218,1.2214,1.2158,1.2191,14827
20040910,1.2223,1.2302,1.2171,1.2259,61531
20040913,1.2257,1.2279,1.2215,1.2251,33654
20040914,1.2251,1.2288,1.2218,1.2249,71891
20040915,1.2244,1.2253,1.2126,1.2149,87062
20040916,1.2143,1.2191,1.2113,1.2182,76324
20040917,1.2178,1.2216,1.2151,1.2174,44521
20040920,1.2178,1.2178,1.2118,1.2162,39543
20040921,1.2165,1.2341,1.2162,1.2312,73758
20040922,1.2328,1.2328,1.2218,1.2253,72921
20040923,1.2256,1.233,1.2247,1.2261,77477
20040924,1.2262,1.2358,1.2233,1.2257,89076
20040927,1.2275,1.231,1.2243,1.2285,43718
20040928,1.2294,1.2347,1.2277,1.232,64647
20040929,1.2322,1.2338,1.2284,1.2323,65089
20040930,1.2328,1.2439,1.231,1.2432,84767
20041001,1.2426,1.2433,1.2381,1.2406,45813
20041004,1.2395,1.2396,1.2253,1.2287,68026
20041005,1.2282,1.2326,1.226,1.2324,53314
20041006,1.2308,1.2319,1.2243,1.2271,63686
20041007,1.2278,1.2311,1.227,1.2289,41074
20041008,1.2284,1.243,1.2272,1.2413,84143
20041011,1.2419,1.2419,1.2368,1.2413,20464
20041012,1.2381,1.2387,1.2284,1.2317,58388
20041013,1.2325,1.2355,1.2219,1.2334,92553
20041014,1.2336,1.2418,1.2318,1.2395,78433
20041015,1.2382,1.2504,1.2374,1.2472,92442
20041018,1.2471,1.2533,1.2458,1.2499,60411
20041019,1.2489,1.2526,1.2451,1.2516,71117
20041020,1.2513,1.2627,1.2497,1.2584,83221
20041021,1.258,1.265,1.2569,1.2622,74434
20041022,1.2611,1.2685,1.2596,1.2646,63876
20041025,1.2711,1.2828,1.2709,1.2794,87003
20041026,1.2804,1.284,1.2724,1.275,75018
20041027,1.275,1.2812,1.2694,1.2702,126058
20041028,1.2699,1.2764,1.263,1.2729,107832
20041029,1.274,1.2797,1.2705,1.2787,95217
20041101,1.2813,1.2832,1.2716,1.2743,75133
20041102,1.2751,1.2753,1.2663,1.2687,57968
20041103,1.274,1.2829,1.2656,1.2817,112060
20041104,1.2824,1.2898,1.2791,1.286,89690
20041105,1.287,1.2973,1.276,1.2946,142488
20041108,1.2964,1.2987,1.2905,1.2912,79202
20041109,1.2912,1.2939,1.2882,1.2897,69195
20041110,1.2896,1.3003,1.2847,1.2888,148707
20041111,1.2888,1.2919,1.2858,1.2888,40417
20041112,1.2906,1.2989,1.2875,1.2985,100429
20041115,1.297,1.2999,1.2916,1.2943,67106
20041116,1.2947,1.2996,1.292,1.2966,84536
20041117,1.2957,1.3048,1.2952,1.3039,85919
20041118,1.3041,1.3074,1.294,1.2975,96186
20041119,1.2949,1.3068,1.2937,1.3015,107561
20041122,1.3038,1.3052,1.3011,1.3035,45890
20041123,1.3043,1.3107,1.2975,1.3079,94928
20041124,1.3082,1.318,1.3081,1.3167,75798
20041125,1.3185,1.3248,1.3163,1.3244,1
20041126,1.3185,1.333,1.3163,1.3293,107795
20041129,1.3283,1.3305,1.3228,1.3276,74610
20041130,1.3272,1.3335,1.3232,1.3292,98176
20041201,1.3286,1.337,1.3276,1.3321,96660
20041202,1.3341,1.3384,1.3237,1.3269,131893
20041203,1.3266,1.3463,1.3257,1.3453,143324
20041206,1.3445,1.3456,1.339,1.342,63613
20041207,1.3403,1.3471,1.339,1.3429,59303
20041208,1.3423,1.3434,1.3192,1.3335,89477
20041209,1.3346,1.3362,1.3252,1.3327,42002
20041210,1.3321,1.3329,1.3148,1.3246,128785
20041213,1.321,1.3338,1.3206,1.3334,83720
20041214,1.3324,1.335,1.327,1.3313,102285
20041215,1.3302,1.3474,1.3272,1.3416,93822
20041216,1.3408,1.3439,1.3215,1.3242,155228
20041217,1.3262,1.3327,1.3236,1.3298,98243
20041220,1.3341,1.3418,1.3307,1.3401,70610
20041221,1.3407,1.3419,1.3361,1.3375,69265
20041222,1.3376,1.3415,1.3354,1.3405,70855
20041223,1.3396,1.3527,1.3391,1.3494,73320
20041227,1.3528,1.3649,1.352,1.3628,50630
20041228,1.3628,1.3654,1.3599,1.3624,44109
20041229,1.3623,1.3656,1.3566,1.3596,70650
20041230,1.3618,1.3687,1.3584,1.3659,58951
20041231,1.3643,1.3672,1.3523,1.3558,52593
20050103,1.357,1.3593,1.3397,1.349,116282
20050104,1.3472,1.3504,1.3259,1.3281,163892
20050105,1.3284,1.3313,1.3222,1.3274,131329
20050106,1.328,1.3292,1.3164,1.3178,119324
20050107,1.3188,1.3259,1.3034,1.3062,181934
20050110,1.3063,1.3132,1.3061,1.3098,105535
20050111,1.311,1.318,1.3079,1.3128,95690
20050112,1.3124,1.3302,1.3091,1.3275,167287
20050113,1.3264,1.3274,1.32,1.321,114897
20050114,1.3224,1.3224,1.3065,1.3103,127739
20050117,1.3114,1.3135,1.3072,1.3089,1
20050118,1.3114,1.3135,1.3003,1.304,116788
20050119,1.3027,1.3128,1.2972,1.3003,137637
20050120,1.3014,1.3033,1.2931,1.2964,125186
20050121,1.2965,1.3075,1.294,1.306,116551
20050124,1.305,1.3107,1.3035,1.3066,85323
20050125,1.3054,1.3084,1.2952,1.2973,117410
20050126,1.298,1.3117,1.2975,1.3078,109199
20050127,1.3082,1.3132,1.3017,1.3044,105270
20050128,1.3047,1.3088,1.2993,1.3048,103750
20050131,1.3023,1.3067,1.2982,1.3035,90743
20050201,1.305,1.3073,1.3007,1.3062,82183
20050202,1.3049,1.31,1.3016,1.3046,100161
20050203,1.3035,1.3044,1.2946,1.2975,99568
20050204,1.2979,1.3049,1.287,1.2881,131796
20050207,1.2862,1.287,1.2737,1.278,118291
20050208,1.2759,1.2804,1.2738,1.2781,94021
20050209,1.2767,1.2821,1.2744,1.2798,104257
20050210,1.2815,1.291,1.2742,1.2884,151454
20050211,1.2882,1.2901,1.2849,1.2873,71912
20050214,1.2885,1.2995,1.2881,1.2966,78029
20050215,1.2977,1.3057,1.2958,1.3022,127960
20050216,1.3025,1.3071,1.2963,1.3043,133212
20050217,1.3031,1.3093,1.3019,1.3076,106177
20050218,1.3076,1.3086,1.3017,1.3075,85639
20050222,1.3059,1.3267,1.3035,1.3264,142184
20050223,1.3264,1.3277,1.3189,1.3235,123309
20050224,1.3213,1.3273,1.3178,1.3207,107320
20050225,1.3197,1.3253,1.3148,1.3243,105325
20050228,1.3242,1.3282,1.3221,1.3243,92244
20050301,1.3219,1.3229,1.317,1.3189,85527
20050302,1.3188,1.3189,1.3089,1.3137,94711
20050303,1.3136,1.3167,1.3098,1.3112,75891
20050304,1.311,1.3256,1.3087,1.324,131809
20050307,1.3237,1.3266,1.318,1.3204,67944
20050308,1.3217,1.3363,1.321,1.3344,92861
20050309,1.3351,1.3426,1.3331,1.34,84420
20050310,1.3392,1.3458,1.337,1.3426,56476
20050311,1.3452,1.351,1.3423,1.3484,118876
20050314,1.349,1.3507,1.3365,1.3396,95894
20050315,1.3393,1.3439,1.3325,1.3345,125195
20050316,1.3335,1.3468,1.332,1.3441,120628
20050317,1.3446,1.3447,1.3369,1.3398,95362
20050318,1.3408,1.3415,1.3292,1.3338,99506
20050321,1.3336,1.3345,1.3167,1.3203,111585
20050322,1.3191,1.3249,1.3079,1.3114,114026
20050323,1.3109,1.3112,1.2984,1.3004,129707
20050324,1.3016,1.3058,1.2959,1.298,114594
20050328,1.2976,1.2983,1.288,1.29,64705
20050329,1.2915,1.2981,1.2902,1.295,79167
20050330,1.2958,1.301,1.2936,1.2959,90007
20050331,1.2937,1.3043,1.2934,1.2982,114323
20050401,1.2988,1.308,1.2893,1.293,143959
20050404,1.2918,1.2928,1.2841,1.2875,94002
20050405,1.287,1.29,1.2822,1.2896,83656
20050406,1.2878,1.2932,1.2861,1.2899,98762
20050407,1.2892,1.2962,1.2866,1.2873,112243
20050408,1.2873,1.2955,1.2828,1.2946,127083
20050411,1.2947,1.3024,1.2929,1.3003,97018
20050412,1.2994,1.304,1.2883,1.2946,199031
20050413,1.2936,1.2975,1.287,1.2933,158601
20050414,1.2937,1.2939,1.2787,1.2846,159331
20050415,1.2819,1.296,1.2797,1.2928,175741
20050418,1.2934,1.3063,1.2893,1.3038,131974
20050419,1.3044,1.3096,1.3,1.3055,120804
20050420,1.3076,1.3123,1.3009,1.3101,166437
20050421,1.3106,1.3143,1.3042,1.307,173286
20050422,1.307,1.3111,1.3038,1.3081,113487
20050425,1.3076,1.3076,1.297,1.3005,117193
20050426,1.301,1.3031,1.2961,1.299,97332
20050427,1.3006,1.3008,1.292,1.2955,134656
20050428,1.2939,1.296,1.2896,1.2909,140417
20050429,1.2915,1.2994,1.2869,1.2879,146862
20050502,1.2874,1.2889,1.2851,1.2877,65916
20050503,1.2868,1.2931,1.2844,1.2879,118014
20050504,1.2888,1.2986,1.2879,1.2956,120114
20050505,1.2966,1.3002,1.2938,1.2958,112235
20050506,1.297,1.2976,1.2822,1.2829,162422
20050509,1.2828,1.286,1.2801,1.2844,79336
20050510,1.287,1.2902,1.2826,1.2883,96366
20050511,1.289,1.2925,1.2788,1.281,192018
20050512,1.2818,1.2826,1.2696,1.2718,150783
20050513,1.2688,1.2698,1.2619,1.2636,129196
20050516,1.2638,1.266,1.2591,1.2645,117383
20050517,1.2642,1.2672,1.2603,1.2627,104907
20050518,1.2618,1.2698,1.2595,1.2684,113498
20050519,1.2684,1.2698,1.2612,1.2648,98764
20050520,1.2647,1.2662,1.2544,1.2564,140714
20050523,1.2555,1.2605,1.2542,1.2585,94701
20050524,1.2576,1.2636,1.2564,1.2594,109126
20050525,1.2584,1.2627,1.2558,1.2606,112211
20050526,1.2608,1.2618,1.2495,1.2518,147324
20050527,1.2517,1.2593,1.2512,1.259,94880
20050531,1.2542,1.2551,1.23,1.2306,202646
20050601,1.2307,1.2345,1.2161,1.2229,206469
20050602,1.2202,1.23,1.2184,1.2289,155349
20050603,1.2278,1.2347,1.2207,1.2225,158655
20050606,1.2229,1.2297,1.2222,1.2278,102343
20050607,1.2265,1.2318,1.2239,1.2283,107617
20050608,1.2287,1.2356,1.2209,1.2237,144776
20050609,1.2236,1.2274,1.2177,1.2217,87247
20050610,1.2272,1.2291,1.2148,1.216,160505
20050613,1.2153,1.2162,1.207,1.2149,148154
20050614,1.2154,1.2196,1.2062,1.2074,184106
20050615,1.2073,1.2174,1.2059,1.2157,197382
20050616,1.2162,1.2209,1.2098,1.2139,178657
20050617,1.2146,1.2329,1.2131,1.2319,173239
20050620,1.225,1.2279,1.2165,1.2187,144957
20050621,1.2193,1.2227,1.211,1.2215,161203
20050622,1.2215,1.2246,1.2137,1.2165,106470
20050623,1.2168,1.2183,1.2056,1.2061,132266
20050624,1.2071,1.2146,1.202,1.2129,102993
20050627,1.2133,1.2223,1.2133,1.2195,64605
20050628,1.2206,1.2213,1.2088,1.2109,88353
20050629,1.21,1.215,1.2052,1.2111,134729
20050630,1.2105,1.2158,1.2077,1.2137,123334
20050701,1.2135,1.2143,1.1976,1.1995,155426
20050705,1.1969,1.1986,1.1902,1.1946,131429
20050706,1.1954,1.1986,1.1925,1.1959,96217
20050707,1.1966,1.2074,1.1941,1.1976,144129
20050708,1.198,1.2019,1.19,1.1989,146385
20050711,1.1994,1.2118,1.199,1.2108,101289
20050712,1.2105,1.2287,1.2085,1.2266,153506
20050713,1.2272,1.2272,1.2103,1.212,126750
20050714,1.2114,1.2155,1.2087,1.2121,119631
20050715,1.2113,1.2166,1.205,1.2076,111343
20050718,1.2053,1.2119,1.2053,1.2081,64178
20050719,1.208,1.2096,1.1982,1.2072,109647
20050720,1.2058,1.2216,1.2024,1.2186,154637
20050721,1.2177,1.2283,1.2125,1.2195,232254
20050722,1.2193,1.2216,1.2079,1.2091,113159
20050725,1.2081,1.2114,1.2053,1.2085,75718
